,dataset,feature,feature_importance
6167,InterPro,Nucleoporin interacting component Nup93/Nic96,2.0768375742579732e-16
6168,InterPro,Nucleoporin p58/p45,3.1239530217595125e-15
6169,InterPro,Nucleoporin protein Ndc1-Nup,1.2841916717278712e-15
6170,InterPro,"Nucleoporin, NSP1-like, C-terminal",6.34451264079833e-12
6171,InterPro,"Nucleoporin, NUP53",-1.1295043734081191e-13
6172,InterPro,"Nucleoporin, Nup133/Nup155-like, C-terminal",-2.198192301892232e-06
6173,InterPro,"Nucleoporin, Nup133/Nup155-like, N-terminal",-2.198192301892232e-06
6174,InterPro,"Nucleoporin, Nup153-like",1.0093705853265635e-06
6175,InterPro,"Nucleoporin, Nup155-like",-8.248235588608397e-08
6176,InterPro,Nucleoredoxin-like protein 1,2.1440538572531734e-05
6177,InterPro,Nucleoredoxin-like protein 2,2.1440538572006828e-05
6178,InterPro,Nucleoside 2-deoxyribosyltransferase,-3.885932813915318e-14
6179,InterPro,Nucleoside diphosphate kinase,6.48092181527348e-05
6180,InterPro,"Nucleoside diphosphate kinase, NDK7",5.721810066747471e-07
6181,InterPro,"Nucleoside diphosphate kinase, active site",2.211862629035621e-06
6182,InterPro,Nucleoside diphosphate pyrophosphatase,-9.892573334507415e-07
6183,InterPro,Nucleoside phosphatase GDA1/CD39,-1.8423969430693047e-11
6184,InterPro,Nucleoside phosphorylase,-9.595599365928173e-11
6185,InterPro,Nucleoside phosphorylase domain,-1.7611290367872594e-10
6186,InterPro,"Nucleoside phosphorylase, conserved site",-9.595599365928173e-11
6187,InterPro,Nucleoside recognition Gate,-4.594047274033616e-12
6188,InterPro,Nucleoside-diphosphate kinase-like NDK-H5,5.46074779436829e-07
6189,InterPro,"Nucleoside-triphosphatase, THEP1 type",-6.76216600039258e-06
6190,InterPro,Nucleosome assembly protein (NAP),-1.0390703394017735e-09
6191,InterPro,Nucleotide cyclase,0.0001306959110924594
6192,InterPro,Nucleotide sugar epimerase,-1.7726738993842627e-06
6193,InterPro,Nucleotide-binding alpha-beta plait domain,0.0013514038646139227
6194,InterPro,Nucleotide-diphospho-sugar transferases,0.00129269271842717
6195,InterPro,Nucleotide-sugar transporter,-6.992700584876555e-09
6196,InterPro,Nucleotide-sugar transporter-related,-4.0282438395046265e-14
6197,InterPro,Nucleotidyl transferase,4.219093978998041e-05
6198,InterPro,Nucleotidyl transferase domain,2.5573970488859657e-06
6199,InterPro,"Nucleotidyltransferase, class I, C-terminal-like",3.8995671946244816e-08
6200,InterPro,NudC N-terminal domain,4.731642589075087e-07
6201,InterPro,NudC domain-containing protein 3,2.3624402791169306e-07
6202,InterPro,Nudix hydrolase 6-like,0.0
6203,InterPro,Numb/numb-like,1.636601723131607e-05
6204,InterPro,Nup358/RanBP2 E3 ligase domain,2.4978189130342342e-05
6205,InterPro,"NusG, N-terminal",1.5941387409993413e-07
6206,InterPro,"O-GlcNAc transferase, C-terminal",1.8595332635573292e-05
6207,InterPro,O-methyltransferase COMT-type,0.0
6208,InterPro,"O-methyltransferase, family 2",0.0
6209,InterPro,"O-methyltransferase, family 3",-0.00010907713502103348
6210,InterPro,O-phosphoseryl-tRNA(Sec) selenium transferase,6.416862355224132e-05
6211,InterPro,OAR domain,8.336817831439932e-05
6212,InterPro,"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type",5.990855746314999e-05
6213,InterPro,ODA1/DCC2 family,-5.877671186741185e-16
6214,InterPro,ODR-4-like,0.0
6215,InterPro,OGR1 sphingosylphosphorylcholine receptor,1.5043016003181112e-05
6216,InterPro,OKL38 family,2.603671492888511e-12
6217,InterPro,ORM1-like protein 1,1.6462954648733078e-12
6218,InterPro,ORM1-like protein 2,1.6458156240856765e-12
6219,InterPro,ORM1-like protein 3,1.6464264914591274e-12
6220,InterPro,ORMDL family,4.938537580418105e-12
6221,InterPro,OST-HTH/LOTUS domain,5.9063723557215405e-06
6222,InterPro,Obscurin-myosin light chain kinase,-1.3906485832985116e-05
6223,InterPro,Occludin,0.0
6224,InterPro,"Occludin/RNA polymerase II elongation factor, ELL domain",-8.230941425960851e-11
6225,InterPro,Octamer-binding transcription factor,2.6772664483535775e-05
6226,InterPro,Octanoyltransferase,0.0
6227,InterPro,"Ocular albinism protein, type 1",-1.2230966252027088e-15
6228,InterPro,Odontogenic ameloblast-associated protein,3.968628780029015e-16
6229,InterPro,Oestrogen receptor,3.979139189250713e-05
6230,InterPro,Oestrogen receptor/oestrogen-related receptor,0.00016053789090174762
6231,InterPro,Oestrogen-related receptor,0.00012074649900924035
6232,InterPro,Oestrogen-type nuclear receptor final C-terminal domain,3.979139189250713e-05
6233,InterPro,Olfactomedin-like,0.0001721824012855622
6234,InterPro,Olfactory marker protein,5.747953410719719e-16
6235,InterPro,Olfactory receptor,0.0003462164182370274
6236,InterPro,Oligomerisation domain,-1.5367642391611496e-14
6237,InterPro,Oligopeptide transporter,2.4614182066152043e-05
6238,InterPro,Oligoribonuclease,2.6413661138429774e-06
6239,InterPro,Oligosaccaryltransferase,0.0
6240,InterPro,Oligosaccharide biosynthesis protein Alg14-like,-1.9782673140706676e-15
6241,InterPro,"Oligosaccharyl transferase complex, subunit OST3/OST6",4.9780718310352606e-05
6242,InterPro,"Oligosaccharyl transferase, STT3 subunit",-9.937277391448457e-16
6243,InterPro,Opalin,1.218688340207493e-15
6244,InterPro,Opiodes neuropeptide,1.3521218999186974e-12
6245,InterPro,Opioid growth factor receptor (OGFr) conserved domain,-5.366658680180851e-13
6246,InterPro,Opioid growth factor receptor repeat,-3.316773694080735e-13
6247,InterPro,Opioid neuropeptide precursor,6.536077779634394e-12
6248,InterPro,Opioid receptor,6.0676783267464275e-05
6249,InterPro,Opsin,4.599037289340719e-05
6250,InterPro,Opsin red/green sensitive,0.0
6251,InterPro,"Opsin, blue sensitive",1.5330082786009826e-05
6252,InterPro,Optic atrophy 3-like,-3.551812469803656e-15
6253,InterPro,Orange,0.00010001192155216715
6254,InterPro,Orexigenic neuropeptide QRFP/P518,0.0
6255,InterPro,Orexin receptor 1,1.5105867476995685e-05
6256,InterPro,Orexin receptor 2,1.5105867479877118e-05
6257,InterPro,Orexin receptor family,3.021173495687279e-05
6258,InterPro,Organic anion transporter polypeptide OATP,0.00017263961918835427
6259,InterPro,Organic cation transport protein,0.00022601371961004699
6260,InterPro,Organic solute carrier protein 1,-1.6471660772374176e-15
6261,InterPro,Organic solute transporter subunit alpha/Transmembrane protein 184,1.6104084588487045e-12
6262,InterPro,Organic solute transporter subunit beta,-1.9416990727849115e-15
6263,InterPro,"Origin recognition complex, subunit 2",1.7665634803418198e-15
6264,InterPro,"Origin recognition complex, subunit 3",-1.3168705035031078e-15
6265,InterPro,"Origin recognition complex, subunit 4",-6.762165998872207e-06
6266,InterPro,"Origin recognition complex, subunit 5",-3.089377901278287e-06
6267,InterPro,"Origin recognition complex, subunit 6",-2.2494305040797512e-14
6268,InterPro,"Origin recognition complex, subunit 6, metazoa/plant",-2.2494305040797512e-14
6269,InterPro,"Orn/DAP/Arg decarboxylase 2, C-terminal",1.3970553245782663e-08
6270,InterPro,"Orn/DAP/Arg decarboxylase 2, N-terminal",1.3970553245782663e-08
6271,InterPro,"Orn/DAP/Arg decarboxylase 2, conserved site",1.3970553245782663e-08
6272,InterPro,"Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site",7.231446552933447e-09
6273,InterPro,Ornithine aminotransferase,9.497139175143807e-05
6274,InterPro,"Ornithine cyclodeaminase, N-terminal",-1.8516738686499155e-06
6275,InterPro,Ornithine cyclodeaminase/mu-crystallin,-1.8516738686499155e-06
6276,InterPro,Ornithine decarboxylase,1.3970553245782663e-08
6277,InterPro,Ornithine decarboxylase antizyme,1.9131227650671344e-06
6278,InterPro,Ornithine decarboxylase antizyme 1,6.377075886577857e-07
6279,InterPro,Ornithine decarboxylase antizyme 2,6.377075886407055e-07
6280,InterPro,Ornithine decarboxylase antizyme 3,6.377075877686438e-07
6281,InterPro,Ornithine/DAP/Arg decarboxylase,1.3970553245782663e-08
6282,InterPro,Ornithine/putrescine carbamoyltransferase,-2.0971632403960354e-07
6283,InterPro,Orotate phosphoribosyl transferase domain,-3.270876047859049e-07
6284,InterPro,Orotate phosphoribosyltransferase,-3.270876047859049e-07
6285,InterPro,Orotidine 5'-phosphate decarboxylase,-3.270876047859049e-07
6286,InterPro,Orotidine 5'-phosphate decarboxylase domain,-3.270876047859049e-07
6287,InterPro,"Orotidine 5'-phosphate decarboxylase, active site",-3.270876047859049e-07
6288,InterPro,Orphan nuclear receptor,0.0001181709235548397
6289,InterPro,"Orphan nuclear receptor, HMR type",3.939030785385637e-05
6290,InterPro,"Orphan nuclear receptor, NOR1 type",3.9390307849236846e-05
6291,InterPro,"Orphan nuclear receptor, NURR type",3.939030785174649e-05
6292,InterPro,Orthogonal Bundle domain in ATP12,-4.557688747821812e-14
6293,InterPro,Osteocalcin/matrix Gla protein,-9.160255435062214e-08
6294,InterPro,Osteocrin,0.0
6295,InterPro,"Osteonectin-like, conserved site",2.2797170023039114e-05
6296,InterPro,Osteopetrosis-associated transmembrane protein 1 precursor,-1.2998895647751691e-15
6297,InterPro,Osteopontin,7.365745276899957e-15
6298,InterPro,"Osteopontin, conserved site",7.365745276899957e-15
6299,InterPro,Osteoregulin,0.0
6300,InterPro,Otoancorin,0.0
6301,InterPro,Otoferlin,3.234173479035415e-05
6302,InterPro,Otogelin,0.0
6303,InterPro,Otopetrin,0.0
6304,InterPro,Otospiralin,1.016814352977795e-15
6305,InterPro,Out at first protein,2.4773626743637703e-15
6306,InterPro,Outer dense fibre protein 2-like,-1.999403994640023e-13
6307,InterPro,Outer dense fibre protein 2-related,-3.23529918625672e-13
6308,InterPro,Outer membrane protein  Iml2/Tetratricopeptide repeat protein 39,2.3403083734056092e-05
6309,InterPro,Ovarian carcinoma immunoreactive antigen,-2.982225455865514e-15
6310,InterPro,"Ovarian tumour, otubain",3.4046590997245905e-05
6311,InterPro,Ovary-specific acidic protein,1.5538876945350477e-15
6312,InterPro,Overexpressed in colon carcinoma 1,0.0
6313,InterPro,Ovo/Ovo-like 1,0.0
6314,InterPro,Oxidative stress-induced growth inhibitor 1,1.3011235698533285e-12
6315,InterPro,Oxidative stress-induced growth inhibitor 2,1.3025479230351827e-12
6316,InterPro,Oxidoreductase FAD/NAD(P)-binding,1.9884563564419867e-05
6317,InterPro,"Oxidoreductase, C-terminal",-1.820858736193326e-06
6318,InterPro,"Oxidoreductase, FAD-binding domain",2.849818743006699e-06
6319,InterPro,"Oxidoreductase, N-terminal",-7.292519260624428e-06
6320,InterPro,"Oxidoreductase, molybdopterin binding site",-1.757646791928009e-06
6321,InterPro,"Oxidoreductase, molybdopterin-binding domain",-1.807711962359796e-06
6322,InterPro,"Oxidoreductase-like, N-terminal",4.1789960658228613e-07
6323,InterPro,Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase,0.0
6324,InterPro,Oxoglutarate/iron-dependent dioxygenase,6.842229669221046e-05
6325,InterPro,"Oxoglutarate/iron-dependent oxygenase, C-terminal degradation domain",4.320483810165431e-07
6326,InterPro,Oxysterol-binding protein,-3.671396290371759e-05
6327,InterPro,"Oxysterol-binding protein, conserved site",-3.671396290371759e-05
6328,InterPro,Oxytocin receptor,1.5137538149650672e-05
6329,InterPro,P-loop containing nucleoside triphosphate hydrolase,-0.002162758593085283
6330,InterPro,P-selectin glycoprotein ligand 1,-9.253138458735289e-16
6331,InterPro,P-type ATPase,0.0013423740058884218
6332,InterPro,"P-type ATPase,  transmembrane domain",0.0006427276430455569
6333,InterPro,"P-type ATPase, A  domain",0.0013423740058884218
6334,InterPro,"P-type ATPase, cytoplasmic domain N",0.0013035103327739572
6335,InterPro,"P-type ATPase, phosphorylation site",0.0013423740058884218
6336,InterPro,"P-type ATPase, subfamily  IIA, SERCA-type",0.00013652307316951894
6337,InterPro,"P-type ATPase, subfamily  V",0.00019254408277844169
6338,InterPro,"P-type ATPase, subfamily IB",7.175683319874037e-05
6339,InterPro,"P-type ATPase, subfamily IIA, PMR1-type",8.411481284839566e-05
6340,InterPro,"P-type ATPase, subfamily IIB",0.00018667804030887615
6341,InterPro,"P-type ATPase, subfamily IIC",0.00022913664775945513
6342,InterPro,"P-type ATPase, subfamily IV",0.00044162051582499366
6343,InterPro,P-type trefoil,2.1807605972455668e-06
6344,InterPro,"P-type trefoil, chordata",5.4887510887643906e-08
6345,InterPro,"P-type trefoil, conserved site",2.1807605972455668e-06
6346,InterPro,P120R,-4.544139390285009e-05
6347,InterPro,P25-alpha,1.0196819552325239e-12
6348,InterPro,P2X purinoreceptor,-4.1251734532621294e-09
6349,InterPro,P2X purinoreceptor extracellular domain,-4.1251734532621294e-09
6350,InterPro,P2X1 purinoceptor,0.0
6351,InterPro,P2X2 purinoceptor,-6.875276758985483e-10
6352,InterPro,P2X3 purinoceptor,-6.875296180472979e-10
6353,InterPro,P2X4 purinoceptor,-6.875313095796295e-10
6354,InterPro,P2X5 purinoceptor,-6.875286959911169e-10
6355,InterPro,P2X6 purinoceptor,-6.875282863056438e-10
6356,InterPro,P2X7 purinoceptor,-6.875278674398993e-10
6357,InterPro,P2Y purinoceptor 1,1.5043016005525982e-05
6358,InterPro,"P2Y purinoceptor 10, predicted",0.0
6359,InterPro,P2Y purinoceptor 4,1.5043016004739658e-05
6360,InterPro,P2Y purinoceptor 8,0.0
6361,InterPro,P2Y11 purinoceptor,0.0
6362,InterPro,P2Y12 purinoceptor,1.504301600195153e-05
6363,InterPro,P2Y13 purinoceptor,1.5043015998874439e-05
6364,InterPro,P2Y14 purinoceptor,1.5043016001674888e-05
6365,InterPro,P2Y2 purinoceptor,1.5043016003491497e-05
6366,InterPro,P2Y6 purinoceptor,1.5043016000635205e-05
6367,InterPro,"P40 nucleoprotein, Borna disease virus",4.532449390053422e-14
6368,InterPro,"P40 nucleoprotein, subdomain 1, Borna disease virus",4.532449390053422e-14
6369,InterPro,"P40 nucleoprotein, subdomain 2, Borna disease virus",0.0
6370,InterPro,P53-induced protein,2.7362753031329192e-06
6371,InterPro,P68HR,-1.3266428757321976e-05
6372,InterPro,PA14,2.8507604130984357e-05
6373,InterPro,PAB-dependent poly(A)-specific ribonuclease subunit PAN2,1.3721972656552097e-05
6374,InterPro,PAC motif,0.0013292837199593943
6375,InterPro,PACSIN1,7.1005642552088706e-06
6376,InterPro,PACSIN2,7.100564253958556e-06
6377,InterPro,PACSIN3,7.100564255789248e-06
6378,InterPro,PADR1,2.8170433856305823e-08
6379,InterPro,PAN-1 domain,3.677724228820851e-05
6380,InterPro,PAP/25A-associated,1.1835731622878723e-05
6381,InterPro,PAS domain,0.0014917914596428948
6382,InterPro,PAS fold,0.0006734057335139052
6383,InterPro,PAS fold-3,0.00021017074200039147
6384,InterPro,"PAS-associated, C-terminal",0.0005305728269997534
6385,InterPro,PAZ domain,4.866494781099055e-06
6386,InterPro,PBS lyase HEAT-like repeat,2.0749209833655514e-05
6387,InterPro,PBX,3.287028402731346e-05
6388,InterPro,PC-Esterase,-1.835127202510596e-06
6389,InterPro,"PCAF, N-terminal",-6.764237090455196e-06
6390,InterPro,PCI/PINT associated module,5.31364918482815e-05
6391,InterPro,PDCD5-related protein,3.467507928134989e-15
6392,InterPro,PDGF/VEGF domain,0.0001948677925509105
6393,InterPro,PDZ and LIM domain protein 1,1.1715330758790473e-05
6394,InterPro,PDZ domain,0.003222814530953943
6395,InterPro,PDZ domain-containing protein MAGIX,1.190190968818113e-05
6396,InterPro,PDZ-associated domain of NMDA receptors,9.861165797731121e-05
6397,InterPro,"PDZ-binding protein, CRIPT",1.8975604712411424e-15
6398,InterPro,PDZK1-interacting protein 1 family,0.0
6399,InterPro,"PEA3-type ETS-domain transcription factor, N-terminal",3.6660386390982664e-05
6400,InterPro,PEHE domain,2.0006106767178004e-13
6401,InterPro,PEST proteolytic signal-containing nuclear protein,-1.1360976682426067e-15
6402,InterPro,PET domain,-1.6299322951964193e-06
6403,InterPro,PEX5-related,1.8711067985743223e-05
6404,InterPro,PGAP2-interacting protein,0.0
6405,InterPro,PH-BEACH domain,0.00030184167555289266
6406,InterPro,PH-interacting protein,5.224746310929397e-06
6407,InterPro,PHF5-like,3.7052001169238396e-15
6408,InterPro,PHM/PNGase F domain,-1.4150114243781354e-06
6409,InterPro,PHR,8.118942828654048e-05
6410,InterPro,"PI3 kinase, P85 regulatory subunit",3.218622428853655e-05
6411,InterPro,PI31 proteasome regulator,1.5289218456167188e-07
6412,InterPro,PIG-P,-1.0300842043679775e-13
6413,InterPro,"PIGA, GPI anchor biosynthesis",-1.3328166241405759e-11
6414,InterPro,PIH1 domain-containing protein 3,0.0
6415,InterPro,PIH1 family,-2.4367443093606274e-13
6416,InterPro,PIK-related kinase,0.00019700770710398864
6417,InterPro,"PIK-related kinase, FAT",0.00016292446092751607
6418,InterPro,"PIK-related kinase, FATC",0.00019700770710398864
6419,InterPro,PIN domain,8.641658399330343e-06
6420,InterPro,PIN domain-like,1.5936886144594353e-05
6421,InterPro,PINIT domain,5.437189039818495e-07
6422,InterPro,PITH domain,7.974375068014391e-05
6423,InterPro,PKC-activated phosphatase-1 inhibitor,2.6697275476023297e-13
6424,InterPro,PKD domain,1.4932366042662957e-05
6425,InterPro,PKD/Chitinase domain,1.4952665497024032e-05
6426,InterPro,PKD/REJ-like protein,1.0294879310993472e-05
6427,InterPro,"PLAA family ubiquitin binding, PFU",2.537372690228646e-05
6428,InterPro,PLAC,0.00048613971843582414
6429,InterPro,PLAT/LH2 domain,-2.8587202594827995e-05
6430,InterPro,"PLC-beta, C-terminal",0.00018906330128528733
6431,InterPro,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain",0.0009395809069590644
6432,InterPro,PLP-binding barrel,1.5164836117299436e-08
6433,InterPro,"PLUNC, long form",0.0
6434,InterPro,PMP-22/EMP/MP20,1.0646914443537772e-05
6435,InterPro,PMP-22/EMP/MP20/Claudin superfamily,7.795957050066619e-05
6436,InterPro,PNP/MTAP phosphorylase,-8.0156910019442e-11
6437,InterPro,PNPase/RNase PH domain,1.5119682359134896e-06
6438,InterPro,POLO box duplicated domain,2.823027331097131e-05
6439,InterPro,POPLD,1.6553491572089786e-13
6440,InterPro,POU domain,7.93617088182553e-05
6441,InterPro,"POU domain-containing protein, class 5",0.0
6442,InterPro,"POU, class 2, associating factor 1",-1.912393831242533e-15
6443,InterPro,"POU-domain transcription factor, class 3",2.677266460476469e-05
6444,InterPro,POU-specific,7.93617088182553e-05
6445,InterPro,PPAK motif,-2.2124817775809177e-05
6446,InterPro,PPP domain,3.66042335188603e-05
6447,InterPro,PPPDE putative peptidase domain,9.852645223269067e-16
6448,InterPro,PQ-loop repeat,-2.500375822131759e-11
6449,InterPro,PR domain zinc finger protein 1,9.822832447010929e-06
6450,InterPro,PR domain zinc finger protein 16,9.884449456211077e-06
6451,InterPro,PR-domain zinc finger protein PRDM12,9.822832444572331e-06
6452,InterPro,PR-domain zinc finger protein PRDM4,9.822832445500937e-06
6453,InterPro,PR-domain zinc finger protein PRDM5,9.955243841184353e-06
6454,InterPro,PRAME family,0.0
6455,InterPro,PRAME family/Leucine-rich repeat-containing protein 14,-1.1988565329810158e-15
6456,InterPro,PRC-barrel-like,4.216765084544462e-06
6457,InterPro,PRELI/MSF1,-2.164496384329936e-06
6458,InterPro,PRO8NT domain,2.251036324270118e-06
6459,InterPro,PROCN domain,2.251036324270118e-06
6460,InterPro,PROCT domain,2.251036324270118e-06
6461,InterPro,"PRP1 splicing factor, N-terminal",1.5479189394997927e-05
6462,InterPro,PRP8 domain IV core,2.251036324270118e-06
6463,InterPro,"PSP, proline-rich",5.528711252206446e-07
6464,InterPro,PT repeat,1.3662265474411426e-05
6465,InterPro,PTB/PI domain,0.0005547057257030574
6466,InterPro,"PTHB1, C-terminal domain",-1.2224804750119997e-12
6467,InterPro,"PTHB1, N-terminal domain",-1.2224804750119997e-12
6468,InterPro,PTIP-associated protein 1,-2.4078983111005563e-16
6469,InterPro,"PTR2 family proton/oligopeptide symporter, conserved site",4.881041942026924e-05
6470,InterPro,PTS EIIA type-2 domain,7.868286191597929e-08
6471,InterPro,PUA domain,-4.752826987014113e-05
6472,InterPro,PUA-like domain,6.091329539768364e-05
6473,InterPro,PUB domain,8.021221786798579e-05
6474,InterPro,PUG domain,6.622924252460473e-05
6475,InterPro,PUL,2.537372690228646e-05
6476,InterPro,PV-1,-1.3972344481103947e-15
6477,InterPro,PWI domain,1.772548032564642e-05
6478,InterPro,PWWP domain,-0.00015514789461221735
6479,InterPro,"PX-associated, sorting nexin 13",5.083030466953658e-06
6480,InterPro,Paired amphipathic helix,1.2217265789956984e-05
6481,InterPro,Paired box protein 7,2.0003954441917307e-05
6482,InterPro,Paired domain,0.00015208172433637222
6483,InterPro,Paired-box protein 2 C-terminal,5.5567593144115616e-05
6484,InterPro,Palmitoyl protein thioesterase,-1.2915763385017405e-05
6485,InterPro,Palmitoyl-protein thioesterase 1,-6.457881691955744e-06
6486,InterPro,Palmitoyltransferase ZDHHC13,-1.7596893441051697e-05
6487,InterPro,Palmitoyltransferase ZDHHC15,-1.6331419462291639e-07
6488,InterPro,Palmitoyltransferase ZDHHC17,-1.759689344108625e-05
6489,InterPro,Palmitoyltransferase ZDHHC8,-1.6331419216245712e-07
6490,InterPro,Palmitoyltransferase ZDHHC9,-1.6331418818874975e-07
6491,InterPro,Pancreatic hormone,-2.3786472414217666e-11
6492,InterPro,Pancreatic hormone-like,-6.389378088722715e-11
6493,InterPro,"Pancreatic hormone-like, conserved site",-6.389378088722715e-11
6494,InterPro,Pancreatic lipase,0.0
6495,InterPro,Pancreatic progenitor cell differentiation and proliferation factor,-4.913658663991649e-16
6496,InterPro,Pancreatic ribonuclease,2.460744585343965e-10
6497,InterPro,"Pantothenate kinase, acetyl-CoA regulated, two-domain type",1.1056048893521722e-11
6498,InterPro,PapD-like,-4.185158517059398e-06
6499,InterPro,Pappalysin-2,1.8251495801251504e-05
6500,InterPro,ParB/Sulfiredoxin,0.0
6501,InterPro,Paralemmin,-3.587800097878095e-15
6502,InterPro,Paralemmin-3,0.0
6503,InterPro,Parallel beta-helix repeat,5.895135715312775e-06
6504,InterPro,Parallel beta-helix repeat-2,5.696755202333494e-06
6505,InterPro,Paraneoplastic antigen Ma,1.0126958617677367e-06
6506,InterPro,Paraneoplastic antigen Ma1,1.2596617749941088e-08
6507,InterPro,Paraneoplastic antigen Ma2,1.2596616204164368e-08
6508,InterPro,Paraneoplastic antigen Ma3,4.779036568992576e-07
6509,InterPro,Paraneoplastic antigen-like protein 5,0.0
6510,InterPro,Paraneoplastic encephalomyelitis antigen,4.9665305948303936e-05
6511,InterPro,Paraoxonase1,0.0
6512,InterPro,Paraoxonase2,-4.431450164137166e-06
6513,InterPro,Parathyroid hormone,0.0
6514,InterPro,Parathyroid hormone-related protein,2.203199679356854e-14
6515,InterPro,Parathyroid hormone-responsive B1,-1.2224804750119997e-12
6516,InterPro,Parathyroid hormone/parathyroid hormone-related protein,2.203199679356854e-14
6517,InterPro,Parkin co-regulated protein,2.055259961456484e-05
6518,InterPro,Partial AB-hydrolase lipase domain,-7.19784256024817e-06
6519,InterPro,Parvalbumin,1.2465828725125633e-05
6520,InterPro,Parvin,6.086167095611825e-06
6521,InterPro,Patatin/Phospholipase A2-related,8.342115082347156e-05
6522,InterPro,Patched,3.4287536657498016e-08
6523,InterPro,Paxillin,3.957836081146985e-05
6524,InterPro,Pecanex,-5.323296718686016e-13
6525,InterPro,Pectin lyase fold,6.0252112185564e-06
6526,InterPro,Pectin lyase fold/virulence factor,6.095880784468581e-06
6527,InterPro,Pellino family,2.4384791738485584e-12
6528,InterPro,Pendrin,-1.7049060163649412e-07
6529,InterPro,Pentapeptide repeat,0.00010222878827544841
6530,InterPro,Pentatricopeptide repeat,4.705844231135175e-06
6531,InterPro,Pentaxin,0.0001380027580143933
6532,InterPro,Pep3/Vps18/deep orange,4.6863072890208747e-07
6533,InterPro,"Peptidase A1, beta-site APP cleaving enzyme 1, BACE 1",-2.6476864099826994e-11
6534,InterPro,"Peptidase A1, beta-site APP cleaving enzyme 2, BACE 2",-2.6479553036107664e-11
6535,InterPro,"Peptidase A1, beta-site APP cleaving enzyme, BACE",-5.2956417135921423e-11
6536,InterPro,"Peptidase A22A, presenilin",9.518141907561444e-08
6537,InterPro,"Peptidase A22A, presenilin 1",4.759070797157555e-08
6538,InterPro,"Peptidase A22A, presenilin 2",4.7590711104038916e-08
6539,InterPro,"Peptidase A22B, signal peptide peptidase",3.5896924531727377e-06
6540,InterPro,"Peptidase A2A, retrovirus, catalytic",2.0976459042847067e-09
6541,InterPro,"Peptidase C12, ubiquitin carboxyl-terminal hydrolase",7.567744232383702e-12
6542,InterPro,"Peptidase C13, legumain",-9.87731343501448e-13
6543,InterPro,"Peptidase C14, ICE, catalytic subunit p20",0.0016701574019724514
6544,InterPro,"Peptidase C14, ICE, catalytic subunit p20, active site",0.0014600502993403993
6545,InterPro,"Peptidase C14, caspase domain",0.0016701574019724514
6546,InterPro,"Peptidase C14, caspase non-catalytic subunit p10",0.0014600502993403993
6547,InterPro,"Peptidase C14A, caspase precursor p45, core",0.001577580280618816
6548,InterPro,"Peptidase C15, pyroglutamyl peptidase I",-7.163333987394848e-13
6549,InterPro,"Peptidase C15, pyroglutamyl peptidase I-like",-7.163333987394848e-13
6550,InterPro,"Peptidase C19, ubiquitin carboxyl-terminal hydrolase",0.001392507707847727
6551,InterPro,"Peptidase C19, ubiquitin-specific peptidase, DUSP domain",0.00028044199605396834
6552,InterPro,Peptidase C1A,1.1785199341311293e-05
6553,InterPro,"Peptidase C1A, cathepsin B",1.1999447586948443e-06
6554,InterPro,"Peptidase C1A, cathepsin K",1.2997438265102287e-06
6555,InterPro,"Peptidase C1A, papain C-terminal",1.1785199341311293e-05
6556,InterPro,"Peptidase C1A, propeptide",1.1999447586948443e-06
6557,InterPro,"Peptidase C1B, bleomycin hydrolase",4.715401127790593e-07
6558,InterPro,"Peptidase C2, calpain family",0.0001029832791146151
6559,InterPro,"Peptidase C2, calpain, catalytic domain",0.0001029832791146151
6560,InterPro,"Peptidase C2, calpain, domain III",9.250570496590723e-05
6561,InterPro,"Peptidase C2, calpain, large subunit, domain III",0.00010086230113303368
6562,InterPro,Peptidase C26,-1.652725318261055e-07
6563,InterPro,"Peptidase C26, gamma-glutamyl hydrolase",-1.652725318261055e-07
6564,InterPro,"Peptidase C48, SUMO/Sentrin/Ubl1",-4.2405662489356886e-11
6565,InterPro,"Peptidase C50, separase",-4.722284336280988e-14
6566,InterPro,Peptidase C54,-2.2932885361556297e-12
6567,InterPro,"Peptidase C65, otubain",2.654020828929223e-07
6568,InterPro,"Peptidase C69, dipeptidase A",-2.5919751063235264e-12
6569,InterPro,"Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2",6.414268789576278e-06
6570,InterPro,"Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase",5.903615171098239e-05
6571,InterPro,"Peptidase M1, aminopeptidase B",1.844618007334902e-05
6572,InterPro,"Peptidase M1, leukotriene A4 hydrolase, aminopeptidase C-terminal",5.526421059042474e-05
6573,InterPro,"Peptidase M1, membrane alanine aminopeptidase, N-terminal",7.692541303889906e-05
6574,InterPro,"Peptidase M10, metallopeptidase",0.0001786704160034583
6575,InterPro,Peptidase M10A,0.0001786704160034583
6576,InterPro,"Peptidase M10A, cysteine switch, zinc binding site",8.876494356261031e-05
6577,InterPro,"Peptidase M10A, matrix metallopeptidase, C-terminal",6.112812460808897e-05
6578,InterPro,"Peptidase M10A, stromelysin-type",0.00015075451961792455
6579,InterPro,"Peptidase M12A, astacin",2.7216140434271367e-05
